captured_at_utc,date_utc,time_utc,rank,player,points
2026-08-07T22:09:13+00:00,2026-08-07,22:09:13,30,nickname79,26000.00
2026-08-07T22:09:13+00:00,2026-08-07,22:09:13,31,El PlatoVolador,25800.00
2026-08-07T22:09:13+00:00,2026-08-07,22:09:13,32,DarckAngel,25400.00
2026-08-07T22:09:13+00:00,2026-08-07,22:09:13,33,GeurosPRO,24000.00
2026-08-07T22:09:13+00:00,2026-08-07,22:09:13,34,mortein 76,22600.00
2026-08-07T22:09:13+00:00,2026-08-07,22:09:13,35,Vildan197,22400.00
2026-08-07T22:09:13+00:00,2026-08-07,22:09:13,36,dl777@,21600.00
2026-08-07T22:09:13+00:00,2026-08-07,22:09:13,37,AK_NeverFold,21000.00
2026-08-07T22:09:13+00:00,2026-08-07,22:09:13,38,turambi,20600.00
2026-08-07T22:09:13+00:00,2026-08-07,22:09:13,39,rasek26,18000.00
2026-08-07T22:09:13+00:00,2026-08-07,22:09:13,40,O CA@ADOR,17200.00
